Date,Department,ARMS Department ID,Total # of Employees,# of Employees with Debt,% Employees with Debt,Total Amount Due
10/11/14,BUILDINGS,BUILDINGS,263,0,0,0
10/11/14,CULTURAL AFFAIRS,CA,79,2,2.5,601.05
10/11/14,CHICAGO BOARD OF EDUCATION,CBOE,44198,2083,4.7,1361280.67
10/11/14,CITY COLLEGES OF CHICAGO,CCC,5729,199,3.5,129775.52
10/11/14,FIRE DEPARTMENT,CFD,4811,103,2.1,43223.23
10/11/14,CHICAGO HOUSING AUTHORITY,CHA,457,7,1.5,4045.53
10/11/14,CITY CLERK,CLERK,85,0,0,0
10/11/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,211,4,1.9,530
10/11/14,CITY COUNCIL,COUNCIL,393,5,1.3,1610.61
10/11/14,CHICAGO PARK DISTRICT,CPDT,6999,270,3.9,200012.55
10/11/14,CHICAGO PUBLIC LIBRARY,CPL,980,10,1,4885.29
10/11/14,CHICAGO TRANSIT AUTHORITY,CTA,10931,1751,16,1004254.05
10/11/14,DOIT,DOIT,98,0,0,0
10/11/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,116,1,0.9,124.07
10/11/14,BOARD OF ETHICS,ETHICS,9,0,0,0
10/11/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,696,14,2,5033.87
10/11/14,FINANCE,FINANCE,539,17,3.2,6691.41
10/11/14,FLEET AND FACILITY MGMT,FLEETFM,909,20,2.2,6807.61
10/11/14,PUBLIC HEALTH,HEALTH,556,3,0.5,842.84
10/11/14,COMMISSION ON HUMAN RELATIONS,HR,19,0,0,0
10/11/14,HUMAN RESOURCES,HUMANRESOURCES,67,1,1.5,363.65
10/11/14,IPRA,IPRA,85,1,1.2,400
10/11/14,LAW,LAW,444,2,0.5,450
10/11/14,OFFICE OF THE MAYOR,MAYOR,98,0,0,0
10/11/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
10/11/14,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0,0
10/11/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1207,45,3.7,28857.95
10/11/14,POLICE,POLICE,13506,127,0.9,91307.7
10/11/14,PROCUREMENT SERV,PROCUREMENT,75,0,0,0
10/11/14,STREETS AND SANITATION,STREETSAN,2061,99,4.8,49967.64
10/11/14,TRANSPORTATION,TRANS,1190,23,1.9,15814.58
10/11/14,CITY TREASURER,TREASURER,24,0,0,0
10/11/14,WATER MANAGEMENT,WATER,1896,34,1.8,23407.86
10/18/14,ADMINISTRATIVE HEARING,AHMS,40,0,0,0
10/18/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,71,3,4.2,1297.57
10/18/14,AVIATION,AVIATION,1267,13,1,5742.93
10/18/14,BUS AFFAIRS AND CONSUMER PROT,BACP,177,0,0,0
10/18/14,BUILDINGS,BUILDINGS,263,0,0,0
10/18/14,CULTURAL AFFAIRS,CA,79,2,2.5,601.05
10/18/14,CHICAGO BOARD OF EDUCATION,CBOE,44198,2003,4.5,1321301.89
10/18/14,CITY COLLEGES OF CHICAGO,CCC,5729,184,3.2,126069.33
10/18/14,FIRE DEPARTMENT,CFD,4811,81,1.7,33601.94
10/18/14,CHICAGO HOUSING AUTHORITY,CHA,457,6,1.3,3694.2
10/18/14,CITY CLERK,CLERK,85,0,0,0
10/18/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,211,0,0,0
10/18/14,CITY COUNCIL,COUNCIL,393,5,1.3,1610.68
10/18/14,CHICAGO PARK DISTRICT,CPDT,6999,258,3.7,192266.7
10/18/14,CHICAGO PUBLIC LIBRARY,CPL,980,6,0.6,3668.38
10/18/14,CHICAGO TRANSIT AUTHORITY,CTA,10931,1718,15.7,987493.31
10/18/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,116,0,0,0
10/18/14,BOARD OF ETHICS,ETHICS,9,0,0,0
10/18/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,696,12,1.7,4745.49
10/18/14,FINANCE,FINANCE,539,17,3.2,6441.41
10/18/14,FLEET AND FACILITY MGMT,FLEETFM,909,18,2,6557.61
10/18/14,PUBLIC HEALTH,HEALTH,556,2,0.4,634.3
10/18/14,COMMISSION ON HUMAN RELATIONS,HR,19,0,0,0
10/18/14,HUMAN RESOURCES,HUMANRESOURCES,67,1,1.5,363.65
10/18/14,IPRA,IPRA,85,1,1.2,400
10/18/14,LAW,LAW,444,1,0.2,300
10/18/14,OFFICE OF THE MAYOR,MAYOR,98,0,0,0
10/18/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
10/18/14,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0,0
10/18/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1207,34,2.8,26223.7
10/18/14,POLICE,POLICE,13506,94,0.7,79647.52
10/18/14,PROCUREMENT SERV,PROCUREMENT,75,0,0,0
10/18/14,STREETS AND SANITATION,STREETSAN,2061,80,3.9,42555.85
10/18/14,TRANSPORTATION,TRANS,1190,15,1.3,11951.87
10/18/14,CITY TREASURER,TREASURER,24,0,0,0
10/18/14,WATER MANAGEMENT,WATER,1896,7,0.4,13285.77
11/1/14,ADMINISTRATIVE HEARING,AHMS,40,0,0,0
11/1/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,71,2,2.8,1010
11/1/14,AVIATION,AVIATION,1267,7,0.6,4344.2
11/1/14,BUS AFFAIRS AND CONSUMER PROT,BACP,177,0,0,0
11/1/14,BUILDINGS,BUILDINGS,263,0,0,0
11/1/14,CULTURAL AFFAIRS,CA,79,1,1.3,501.05
11/1/14,CHICAGO BOARD OF EDUCATION,CBOE,44198,1926,4.4,1261008.46
11/1/14,CITY COLLEGES OF CHICAGO,CCC,5729,129,2.3,102921.96
11/1/14,FIRE DEPARTMENT,CFD,4811,67,1.4,27747.84
11/1/14,CHICAGO HOUSING AUTHORITY,CHA,457,6,1.3,3694.2
11/1/14,CITY CLERK,CLERK,85,0,0,0
11/1/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,211,0,0,0
11/1/14,CITY COUNCIL,COUNCIL,393,4,1,1380.84
11/1/14,CHICAGO PARK DISTRICT,CPDT,6999,245,3.5,185971.25
11/1/14,CHICAGO PUBLIC LIBRARY,CPL,980,3,0.3,1104.47
11/1/14,CHICAGO TRANSIT AUTHORITY,CTA,10931,1669,15.3,951653.9
11/1/14,DOIT,DOIT,98,0,0,0
11/1/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,116,0,0,0
11/1/14,BOARD OF ETHICS,ETHICS,9,0,0,0
11/1/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,696,2,0.3,330
11/1/14,FINANCE,FINANCE,539,11,2,4123.46
11/1/14,FLEET AND FACILITY MGMT,FLEETFM,909,3,0.3,2879.15
11/1/14,PUBLIC HEALTH,HEALTH,556,0,0,0
11/1/14,COMMISSION ON HUMAN RELATIONS,HR,19,0,0,0
11/1/14,HUMAN RESOURCES,HUMANRESOURCES,67,1,1.5,363.65
11/1/14,IPRA,IPRA,85,0,0,0
11/1/14,LAW,LAW,444,0,0,0
11/1/14,OFFICE OF THE MAYOR,MAYOR,98,0,0,0
11/1/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
11/1/14,OFFICE OF BUDGET & MANAGEMENT,OBM,45,0,0,0
11/1/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1207,19,1.6,19712.88
11/1/14,POLICE,POLICE,13506,74,0.5,68109.78
11/1/14,PROCUREMENT SERV,PROCUREMENT,75,0,0,0
11/1/14,STREETS AND SANITATION,STREETSAN,2061,2,0.1,7623.64
11/1/14,TRANSPORTATION,TRANS,1190,2,0.2,3008.01
11/1/14,CITY TREASURER,TREASURER,24,0,0,0
1/2/16,LAW,LAW,417,0,0,0
11/1/14,WATER MANAGEMENT,WATER,1896,6,0.3,13122.77
11/8/14,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
11/8/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,72,2,2.8,1010
11/8/14,AVIATION,AVIATION,1422,4,0.3,3330.2
11/8/14,BUS AFFAIRS AND CONSUMER PROT,BACP,180,0,0,0
11/8/14,BUILDINGS,BUILDINGS,264,0,0,0
11/8/14,CULTURAL AFFAIRS,CA,79,0,0,0
11/8/14,CHICAGO BOARD OF EDUCATION,CBOE,44198,1881,4.3,1219193.48
11/8/14,CITY COLLEGES OF CHICAGO,CCC,5729,85,1.5,93313.75
11/8/14,FIRE DEPARTMENT,CFD,4795,61,1.3,24950.75
11/8/14,CHICAGO HOUSING AUTHORITY,CHA,457,6,1.3,3937.22
11/8/14,CITY CLERK,CLERK,85,0,0,0
11/8/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,213,0,0,0
11/8/14,CITY COUNCIL,COUNCIL,395,4,1,1380.92
11/8/14,CHICAGO PARK DISTRICT,CPDT,6999,241,3.4,184750.64
11/8/14,CHICAGO PUBLIC LIBRARY,CPL,974,3,0.3,1104.47
11/8/14,CHICAGO TRANSIT AUTHORITY,CTA,10931,1648,15.1,937860.82
11/8/14,DOIT,DOIT,100,0,0,0
11/8/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0,0
11/8/14,BOARD OF ETHICS,ETHICS,9,0,0,0
11/8/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,700,2,0.3,330
11/8/14,FINANCE,FINANCE,541,7,1.3,2652.32
11/8/14,FLEET AND FACILITY MGMT,FLEETFM,918,3,0.3,2575.85
11/8/14,PUBLIC HEALTH,HEALTH,560,0,0,0
11/8/14,COMMISSION ON HUMAN RELATIONS,HR,19,0,0,0
11/8/14,HUMAN RESOURCES,HUMANRESOURCES,67,0,0,0
11/8/14,IPRA,IPRA,86,0,0,0
11/8/14,LAW,LAW,438,0,0,0
11/8/14,OFFICE OF THE MAYOR,MAYOR,99,0,0,0
11/8/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
11/8/14,OFFICE OF BUDGET & MANAGEMENT,OBM,46,0,0,0
11/8/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1196,18,1.5,19568.81
11/8/14,POLICE,POLICE,13535,67,0.5,66484.64
11/8/14,PROCUREMENT SERV,PROCUREMENT,74,0,0,0
11/8/14,STREETS AND SANITATION,STREETSAN,2049,3,0.1,7922.26
11/8/14,TRANSPORTATION,TRANS,1191,2,0.2,2877.01
11/8/14,CITY TREASURER,TREASURER,24,0,0,0
11/8/14,WATER MANAGEMENT,WATER,1894,6,0.3,12799.72
11/15/14,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
11/15/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,72,2,2.8,1010
11/15/14,AVIATION,AVIATION,1422,4,0.3,4010.2
11/15/14,BUS AFFAIRS AND CONSUMER PROT,BACP,180,0,0,0
11/15/14,BUILDINGS,BUILDINGS,264,0,0,0
11/15/14,CULTURAL AFFAIRS,CA,79,0,0,0
11/15/14,CHICAGO BOARD OF EDUCATION,CBOE,44198,1837,4.2,1178126.89
11/15/14,CITY COLLEGES OF CHICAGO,CCC,5729,81,1.4,86612.3
11/15/14,FIRE DEPARTMENT,CFD,4795,61,1.3,24956.09
11/15/14,CHICAGO HOUSING AUTHORITY,CHA,457,5,1.1,3737.22
11/15/14,CITY CLERK,CLERK,85,0,0,0
11/15/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,213,0,0,0
11/15/14,CITY COUNCIL,COUNCIL,395,2,0.5,1020
11/15/14,CHICAGO PARK DISTRICT,CPDT,6999,239,3.4,185958.66
11/15/14,CHICAGO PUBLIC LIBRARY,CPL,974,3,0.3,1104.47
11/15/14,CHICAGO TRANSIT AUTHORITY,CTA,10931,1624,14.9,927160.75
11/15/14,DOIT,DOIT,100,1,1,156.01
11/15/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0,0
11/15/14,BOARD OF ETHICS,ETHICS,9,0,0,0
11/15/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,700,1,0.1,130
11/15/14,FINANCE,FINANCE,541,8,1.5,3068.3
11/15/14,FLEET AND FACILITY MGMT,FLEETFM,918,3,0.3,2331.85
11/15/14,PUBLIC HEALTH,HEALTH,560,1,0.2,150
11/15/14,COMMISSION ON HUMAN RELATIONS,HR,19,0,0,0
11/15/14,HUMAN RESOURCES,HUMANRESOURCES,67,0,0,0
11/15/14,IPRA,IPRA,86,0,0,0
11/15/14,OFFICE OF THE MAYOR,MAYOR,99,0,0,0
11/15/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
11/15/14,OFFICE OF BUDGET & MANAGEMENT,OBM,46,0,0,0
11/15/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1196,18,1.5,19569.74
11/15/14,POLICE,POLICE,13535,65,0.5,67108.01
11/15/14,PROCUREMENT SERV,PROCUREMENT,74,0,0,0
11/15/14,STREETS AND SANITATION,STREETSAN,2049,3,0.1,7922.26
11/15/14,TRANSPORTATION,TRANS,1191,2,0.2,2877.01
11/15/14,CITY TREASURER,TREASURER,24,0,0,0
11/15/14,WATER MANAGEMENT,WATER,1894,6,0.3,12761.18
11/22/14,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
11/22/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,72,2,2.8,1010
11/22/14,AVIATION,AVIATION,1422,6,0.4,4312.7
11/22/14,BUS AFFAIRS AND CONSUMER PROT,BACP,180,0,0,0
11/22/14,BUILDINGS,BUILDINGS,264,0,0,0
11/22/14,CULTURAL AFFAIRS,CA,79,0,0,0
11/22/14,CHICAGO BOARD OF EDUCATION,CBOE,44198,1806,4.1,1155530.29
11/22/14,CITY COLLEGES OF CHICAGO,CCC,5900,60,1,66396.04
11/22/14,FIRE DEPARTMENT,CFD,4795,60,1.3,25759.78
11/22/14,CHICAGO HOUSING AUTHORITY,CHA,457,5,1.1,1457.22
11/22/14,CITY CLERK,CLERK,85,0,0,0
11/22/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,213,0,0,0
11/22/14,CITY COUNCIL,COUNCIL,395,2,0.5,700
11/22/14,CHICAGO PARK DISTRICT,CPDT,3055,90,2.9,45714.85
11/22/14,CHICAGO PUBLIC LIBRARY,CPL,974,3,0.3,1104.47
11/22/14,CHICAGO TRANSIT AUTHORITY,CTA,11105,1531,13.8,868664.74
11/22/14,DOIT,DOIT,100,1,1,156.01
11/22/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0,0
11/22/14,BOARD OF ETHICS,ETHICS,9,0,0,0
11/22/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,700,1,0.1,130
11/22/14,FINANCE,FINANCE,541,8,1.5,2523.69
11/22/14,FLEET AND FACILITY MGMT,FLEETFM,918,3,0.3,2231.85
11/22/14,PUBLIC HEALTH,HEALTH,560,0,0,0
11/22/14,COMMISSION ON HUMAN RELATIONS,HR,19,0,0,0
11/22/14,HUMAN RESOURCES,HUMANRESOURCES,67,0,0,0
11/22/14,IPRA,IPRA,86,0,0,0
11/22/14,LAW,LAW,438,0,0,0
11/22/14,OFFICE OF THE MAYOR,MAYOR,99,0,0,0
11/22/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
11/22/14,OFFICE OF BUDGET & MANAGEMENT,OBM,46,0,0,0
11/22/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1196,18,1.5,19570.67
11/22/14,POLICE,POLICE,13535,64,0.5,76416.2
11/22/14,PROCUREMENT SERV,PROCUREMENT,74,0,0,0
11/22/14,STREETS AND SANITATION,STREETSAN,2049,2,0.1,1962.13
11/22/14,TRANSPORTATION,TRANS,1191,2,0.2,2877.01
11/22/14,CITY TREASURER,TREASURER,24,0,0,0
11/22/14,WATER MANAGEMENT,WATER,1894,8,0.4,13430.64
11/29/14,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
11/29/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,72,2,2.8,1010
11/29/14,AVIATION,AVIATION,1422,6,0.4,4312.7
11/29/14,BUS AFFAIRS AND CONSUMER PROT,BACP,180,0,0,0
11/29/14,BUILDINGS,BUILDINGS,264,0,0,0
11/29/14,CULTURAL AFFAIRS,CA,79,0,0,0
11/29/14,CHICAGO BOARD OF EDUCATION,CBOE,46700,1747,3.7,1094337.17
11/29/14,CITY COLLEGES OF CHICAGO,CCC,5900,61,1,66751.32
11/29/14,FIRE DEPARTMENT,CFD,4795,60,1.3,25765.11
11/29/14,CHICAGO HOUSING AUTHORITY,CHA,457,5,1.1,1457.22
11/29/14,CITY CLERK,CLERK,85,0,0,0
11/29/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,213,0,0,0
11/29/14,CITY COUNCIL,COUNCIL,395,2,0.5,700
11/29/14,CHICAGO PARK DISTRICT,CPDT,3055,89,2.9,45348.88
11/29/14,CHICAGO PUBLIC LIBRARY,CPL,974,3,0.3,1104.47
11/29/14,CHICAGO TRANSIT AUTHORITY,CTA,11105,1520,13.7,860894.01
11/29/14,DOIT,DOIT,100,1,1,156.01
11/29/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,115,0,0,0
11/29/14,BOARD OF ETHICS,ETHICS,9,0,0,0
11/29/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,700,1,0.1,130
11/29/14,FINANCE,FINANCE,541,4,0.7,874.49
11/29/14,FLEET AND FACILITY MGMT,FLEETFM,918,3,0.3,2231.85
11/29/14,PUBLIC HEALTH,HEALTH,560,0,0,0
11/29/14,COMMISSION ON HUMAN RELATIONS,HR,19,0,0,0
11/29/14,HUMAN RESOURCES,HUMANRESOURCES,67,0,0,0
11/29/14,IPRA,IPRA,86,0,0,0
11/29/14,LAW,LAW,438,0,0,0
11/29/14,OFFICE OF THE MAYOR,MAYOR,99,0,0,0
11/29/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,31,0,0,0
11/29/14,OFFICE OF BUDGET & MANAGEMENT,OBM,46,0,0,0
11/29/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1196,17,1.4,19421.6
11/29/14,POLICE,POLICE,13535,63,0.5,75406.95
11/29/14,PROCUREMENT SERV,PROCUREMENT,74,0,0,0
11/29/14,STREETS AND SANITATION,STREETSAN,2049,1,0,1657.37
11/29/14,TRANSPORTATION,TRANS,1191,2,0.2,2877.01
11/29/14,CITY TREASURER,TREASURER,24,0,0,0
11/29/14,WATER MANAGEMENT,WATER,1894,9,0.5,13842.1
12/6/14,ADMINISTRATIVE HEARING,AHMS,39,0,0,0
12/6/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,71,2,2.8,1010
12/6/14,AVIATION,AVIATION,1512,5,0.3,4242.7
12/6/14,BUS AFFAIRS AND CONSUMER PROT,BACP,178,0,0,0
12/6/14,BUILDINGS,BUILDINGS,263,0,0,0
12/6/14,CULTURAL AFFAIRS,CA,78,0,0,0
12/6/14,CHICAGO BOARD OF EDUCATION,CBOE,46700,1762,3.8,1115878.33
12/6/14,CITY COLLEGES OF CHICAGO,CCC,5900,55,0.9,55861.03
12/6/14,FIRE DEPARTMENT,CFD,4849,59,1.2,26473.75
12/6/14,CHICAGO HOUSING AUTHORITY,CHA,442,4,0.9,1014.2
12/6/14,CITY CLERK,CLERK,85,1,1.2,645.71
12/6/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,213,0,0,0
12/6/14,CITY COUNCIL,COUNCIL,396,2,0.5,700
12/6/14,CHICAGO PARK DISTRICT,CPDT,3055,91,3,47042.78
12/6/14,CHICAGO PUBLIC LIBRARY,CPL,973,3,0.3,1079.47
12/6/14,CHICAGO TRANSIT AUTHORITY,CTA,11105,1504,13.5,854961.6
12/6/14,DOIT,DOIT,99,1,1,156.01
12/6/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,0,0,0
12/6/14,BOARD OF ETHICS,ETHICS,9,0,0,0
12/6/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,699,1,0.1,130
12/6/14,FINANCE,FINANCE,540,3,0.6,419.44
12/6/14,FLEET AND FACILITY MGMT,FLEETFM,920,4,0.4,2695.9
12/6/14,PUBLIC HEALTH,HEALTH,557,1,0.2,216.28
12/6/14,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
12/6/14,HUMAN RESOURCES,HUMANRESOURCES,71,0,0,0
12/6/14,IPRA,IPRA,85,0,0,0
12/6/14,LAW,LAW,432,0,0,0
12/6/14,OFFICE OF THE MAYOR,MAYOR,102,0,0,0
12/6/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,0,0,0
12/6/14,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0,0
12/6/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1189,17,1.4,19556.27
12/6/14,POLICE,POLICE,13519,60,0.4,45806.73
12/6/14,PROCUREMENT SERV,PROCUREMENT,74,0,0,0
12/6/14,STREETS AND SANITATION,STREETSAN,2188,4,0.2,3900.09
12/6/14,TRANSPORTATION,TRANS,1175,2,0.2,2877.01
12/6/14,CITY TREASURER,TREASURER,26,0,0,0
12/6/14,WATER MANAGEMENT,WATER,1883,10,0.5,13728.52
12/20/14,ADMINISTRATIVE HEARING,AHMS,39,1,2.6,240
12/20/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,71,3,4.2,4820
12/20/14,AVIATION,AVIATION,1512,45,3,21646.81
12/20/14,BUS AFFAIRS AND CONSUMER PROT,BACP,178,5,2.8,1492.14
12/20/14,BUILDINGS,BUILDINGS,263,5,1.9,3036.18
12/20/14,CULTURAL AFFAIRS,CA,78,2,2.6,934.38
12/20/14,CHICAGO BOARD OF EDUCATION,CBOE,46700,2467,5.3,1523720.57
12/20/14,CITY COLLEGES OF CHICAGO,CCC,5900,146,2.5,106266.84
12/20/14,FIRE DEPARTMENT,CFD,4849,160,3.3,63392.32
12/20/14,CHICAGO HOUSING AUTHORITY,CHA,442,17,3.8,8336.1
12/20/14,CITY CLERK,CLERK,85,0,0,0
12/20/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,213,9,4.2,2288.48
12/20/14,CITY COUNCIL,COUNCIL,396,14,3.5,4775.45
12/20/14,CHICAGO PARK DISTRICT,CPDT,3055,151,4.9,79061.96
12/20/14,CHICAGO PUBLIC LIBRARY,CPL,973,21,2.2,9723.84
12/20/14,CHICAGO TRANSIT AUTHORITY,CTA,11105,1948,17.5,1257712.69
12/20/14,DOIT,DOIT,99,2,2,276.01
12/20/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,2,1.8,240
12/20/14,BOARD OF ETHICS,ETHICS,9,0,0,0
12/20/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,699,11,1.6,10769.53
12/20/14,FINANCE,FINANCE,540,14,2.6,3728.94
12/20/14,FLEET AND FACILITY MGMT,FLEETFM,920,25,2.7,10300.26
12/20/14,PUBLIC HEALTH,HEALTH,557,15,2.7,3898.14
12/20/14,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
12/20/14,HUMAN RESOURCES,HUMANRESOURCES,71,1,1.4,98.99
12/20/14,IPRA,IPRA,85,1,1.2,200
12/20/14,LAW,LAW,432,7,1.6,1839.44
12/20/14,OFFICE OF THE MAYOR,MAYOR,102,1,1,120
12/20/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,0,0,0
12/20/14,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0,0
12/20/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1189,55,4.6,46098.07
12/20/14,POLICE,POLICE,13519,279,2.1,152397.28
12/20/14,PROCUREMENT SERV,PROCUREMENT,74,0,0,0
12/20/14,STREETS AND SANITATION,STREETSAN,2188,96,4.4,42349.31
12/20/14,TRANSPORTATION,TRANS,1175,46,3.9,18275.43
12/20/14,CITY TREASURER,TREASURER,26,0,0,0
12/20/14,WATER MANAGEMENT,WATER,1883,70,3.7,41328.03
12/27/14,ADMINISTRATIVE HEARING,AHMS,39,1,2.6,240
12/27/14,COMM ANIMAL CARE AND CONTROL,ANIMAL,71,3,4.2,4820
12/27/14,AVIATION,AVIATION,1512,41,2.7,20907.75
12/27/14,BUS AFFAIRS AND CONSUMER PROT,BACP,178,5,2.8,1492.14
12/27/14,BUILDINGS,BUILDINGS,263,5,1.9,3040.28
12/27/14,CULTURAL AFFAIRS,CA,78,2,2.6,934.38
12/27/14,CHICAGO BOARD OF EDUCATION,CBOE,46700,2431,5.2,1502436.6
12/27/14,CITY COLLEGES OF CHICAGO,CCC,5900,145,2.5,106243.36
12/27/14,FIRE DEPARTMENT,CFD,4849,159,3.3,63165.08
12/27/14,CHICAGO HOUSING AUTHORITY,CHA,442,16,3.6,8155.29
12/27/14,CITY CLERK,CLERK,85,0,0,0
12/27/14,DEPARTMENT OF PLANNING AND DEV,COMM_DEVEL,213,9,4.2,2288.48
12/27/14,CITY COUNCIL,COUNCIL,396,14,3.5,4775.45
12/27/14,CHICAGO PARK DISTRICT,CPDT,3055,149,4.9,78017.34
12/27/14,CHICAGO PUBLIC LIBRARY,CPL,973,21,2.2,9723.84
12/27/14,CHICAGO TRANSIT AUTHORITY,CTA,11105,1932,17.4,1250276.87
12/27/14,DOIT,DOIT,99,1,1,156.01
12/27/14,BOARD OF ELECTION COMMISSIONER,ELECTIONS,112,2,1.8,240
12/27/14,BOARD OF ETHICS,ETHICS,9,0,0,0
12/27/14,FAMILY AND SUPPORT SERVICES,FAMILY_SUPPORT,699,10,1.4,10679.48
12/27/14,FINANCE,FINANCE,540,14,2.6,3729.87
12/27/14,FLEET AND FACILITY MGMT,FLEETFM,920,25,2.7,9952.02
12/27/14,PUBLIC HEALTH,HEALTH,557,15,2.7,3898.14
12/27/14,COMMISSION ON HUMAN RELATIONS,HR,18,0,0,0
12/27/14,HUMAN RESOURCES,HUMANRESOURCES,71,1,1.4,98.99
12/27/14,IPRA,IPRA,85,1,1.2,200
12/27/14,LAW,LAW,432,7,1.6,1839.44
12/27/14,OFFICE OF THE MAYOR,MAYOR,102,1,1,120
12/27/14,MAYORS OFFICE-DISABILITIES,MAYOR_DISABIL,29,0,0,0
12/27/14,OFFICE OF BUDGET & MANAGEMENT,OBM,44,0,0,0
12/27/14,OFFICE OF EMERGENCY MGMT & COM,OEMC,1189,54,4.5,45211.92
12/27/14,POLICE,POLICE,13519,257,1.9,145180.72
12/27/14,PROCUREMENT SERV,PROCUREMENT,74,0,0,0
12/27/14,STREETS AND SANITATION,STREETSAN,2188,94,4.3,40436.34
12/27/14,TRANSPORTATION,TRANS,1175,44,3.7,17836.61
12/27/14,CITY TREASURER,TREASURER,26,0,0,0
12/27/14,WATER MANAGEMENT,WATER,1883,69,3.7,40765.31
1/3/15,ADMINISTRATIVE HEARING,AHMS,39,1,2.6,120
1/3/15,COMM ANIMAL CARE AND CONTROL,ANIMAL,71,3,4.2,5972.25
1/3/15,AVIATION,AVIATION,1512,40,2.6,20689.35
1/3/15,BUS AFFAIRS AND CONSUMER PROT,BACP,178,5,2.8,1492.14
1/3/15,BUILDINGS,BUILDINGS,263,5,1.9,3044.39
1/3/15,CULTURAL AFFAIRS,CA,78,1,1.3,200
1/3/15,CHICAGO BOARD OF EDUCATION,CBOE,46700,2391,5.1,1477363.87
1/3/15,CITY COLLEGES OF CHICAGO,CCC,5900,140,2.4,104319.51
1/3/15,FIRE DEPARTMENT,CFD,4849,151,3.1,61676.49
1/3/15,CHICAGO HOUSING AUTHORITY,CHA,442,13,2.9,7658.05
1/3/15,CITY CLERK,CLERK,85,0,0,0
