Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
08/22/2020,BUIC,4D,,TAN,BW34884,IL,400 E. Lower Wacker,(312) 744-7550,0224724
07/29/2020,HYUN,4D,,BLK,AM87295,IL,10300 S. Doty,(773) 568-8495,2902518
07/13/2020,FORD,4D,,GRY,AG37462,IL,701 N. Sacramento,(773) 265-7605,6988947
07/16/2020,CHRY,VN,,SIL,E734134,IL,701 N. Sacramento,(773) 265-7605,6989095
07/20/2020,HOND,4D,,BLK,Q276175,IL,10300 S. Doty,(773) 568-8495,2902228
08/22/2020,VOLK,4D,,RED,CE14720,IL,400 E. Lower Wacker,(312) 744-7550,0224725
06/07/2020,BUIC,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6987996
08/31/2020,HYUN,4D,,GRY,R803722,IL,10300 S. Doty,(773) 785-9752,1720426
06/07/2020,CHEV,4D,,GRY,AD33679,IL,701 N. Sacramento,(773) 265-7605,6987995
07/13/2020,BUIC,4D,,BGE,,IL,701 N. Sacramento,(773) 265-7605,6988944
07/13/2020,LEXS,4D,,RED,CA92790,IL,10300 S. Doty,(773) 568-8495,2902036
08/03/2020,,MC,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6989928
08/31/2020,CHEV,4D,,BLK,BN53822,IL,10300 S. Doty,(773) 568-8495,2903758
07/02/2020,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6988599
07/20/2020,LINC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2902230
08/31/2020,HYUN,2D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6991114
06/07/2020,PONT,4D,,WHI,673RHJ,IL,10300 S. Doty,(773) 568-8495,2901017
07/21/2020,CHEV,LL,,BLK,AR07319,TX,701 N. Sacramento,(773) 265-1846,1540283
07/20/2020,HOND,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2902231
08/22/2020,JAGU,4D,,WHI,CA86022,IL,10300 S. Doty,(773) 568-8495,2903406
08/26/2020,JEEP,LL,,GRY,,,701 N. Sacramento,(773) 265-7605,6990911
06/07/2020,KIA,4D,,RED,BH58367,IL,10300 S. Doty,(773) 568-8495,2901019
06/07/2020,FORD,4D,,RED,BW13942,IL,701 N. Sacramento,(773) 265-7605,6987998
06/07/2020,TOYT,4D,,SIL,A655972,IL,701 N. Sacramento,(773) 265-7605,6987999
06/07/2020,MERZ,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6988000
08/28/2020,FREA,VN,,WHI,NYIU12,FL,701 N. Sacramento,(773) 265-1846,1540526
08/26/2020,JEEP,LL,,SIL,BZ42849,IL,10300 S. Doty,(773) 568-8495,2903580
07/19/2020,LINC,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6989247
07/24/2020,DODG,4D,,SIL,BW19873,IL,701 N. Sacramento,(773) 265-7605,6989550
06/11/2020,PONT,4D,,BLU,,IL,10300 S. Doty,(773) 785-9752,1720186
07/13/2020,CHEV,4D,,BLK,BM18278,IL,10300 S. Doty,(773) 568-8495,2902038
07/13/2020,FORD,4D,,BLK,476RDJ,IN,10300 S. Doty,(773) 568-8495,2902037
08/08/2020,FORD,LL,,BLK,AR27166,IL,701 N. Sacramento,(773) 265-7605,6990223
07/05/2020,MERC,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6988690
06/28/2020,CHEV,VN,,TAN,BW41767,IL,701 N. Sacramento,(773) 265-7605,6988501
06/28/2020,HYUN,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,6988502
06/04/2020,VOLK,LL,,BLK,11329DV,TX,701 N. Sacramento,(773) 265-7605,6987905
08/20/2020,FORD,4D,,,BX80233,IL,10300 S. Doty,(773) 568-8495,2903368
06/25/2020,MITS,4D,,SIL,BN59283,IL,10300 S. Doty,(773) 568-8495,2901490
06/25/2020,NISS,4D,ALT,SIL,331V527,IL,10300 S. Doty,(773) 568-8495,2901489
08/11/2020,HOND,4D,,RED,,,10300 S. Doty,(773) 785-9752,1720349
08/01/2020,CHEV,4D,,BLU,BA34614,IL,701 N. Sacramento,(773) 265-7605,6989841
08/08/2020,CHEV,4D,,BLU,478V554,IL,10300 S. Doty,(773) 568-8495,2902904
07/16/2020,CHEV,4D,,TRQ,E812657,IL,10300 S. Doty,(773) 568-8495,2902150
07/10/2020,DODG,VN,,LBL,,IL,10300 S. Doty,(773) 568-8495,2901953
07/20/2020,CHEV,4D,,GRY,AB9762,IL,400 E. Lower Wacker,(312) 744-7550,022285
08/01/2020,CHEV,LL,,BLK,Q983477,IL,701 N. Sacramento,(773) 265-7605,6989842
08/23/2020,TOYT,4D,,SIL,BV50055,IL,701 N. Sacramento,(773) 265-7605,6990780
06/09/2020,ACUR,4D,,BLU,BM75519,IL,10300 S. Doty,(773) 568-8495,2901080
06/11/2020,TOYT,4D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1720187
08/08/2020,CHEV,4D,,GLD,AV45648,IL,701 N. Sacramento,(773) 265-7605,6990222
06/28/2020,ACUR,4D,,SIL,CB71361,IL,701 N. Sacramento,(773) 265-7605,6988503
07/10/2020,CHEV,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6988860
08/01/2020,BMW,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6989840
06/28/2020,FORD,2D,,LBL,BD18746,IL,701 N. Sacramento,(773) 265-7605,6988504
07/05/2020,CHEV,4D,,DBL,X7822E,WI,701 N. Sacramento,(773) 265-7605,6988685
07/10/2020,NISS,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2901955
06/25/2020,FORD,4D,,GRY,319V210,IL,701 N. Sacramento,(773) 265-7605,6988412
08/20/2020,HYUN,LL,,BLK,BV41100,IL,400 E. Lower Wacker,(312) 744-7550,0224617
08/20/2020,FORD,VC,,DGR,1823032B,IL,701 N. Sacramento,(773) 265-7605,6990658
07/23/2020,DODG,2D,,RED,BC74801,IL,701 N. Sacramento,(773) 265-7605,6989434
07/10/2020,DODG,PK,,RED,299V727,IL,701 N. Sacramento,(773) 265-7605,6988862
08/29/2020,BUIC,4D,,DGR,,IL,701 N. Sacramento,(773) 265-7605,6991001
06/07/2020,GMC,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2901024
07/23/2020,FORD,PK,,GRN,2480812B,IL,701 N. Sacramento,(773) 265-7605,6989441
08/01/2020,CHRY,4D,,PLE,,,701 N. Sacramento,(773) 265-7605,6989845
07/09/2020,INFI,4D,,TAN,,,10300 S. Doty,(773) 568-8495,2901934
08/01/2020,NISS,LL,,BLK,BB58570,IL,10300 S. Doty,(773) 568-8495,2902693
08/07/2020,CHEV,4D,,SIL,227RER,IN,10300 S. Doty,(773) 785-9752,1720328
07/21/2020,,MC,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6989356
08/20/2020,MERC,4D,,RED,BU78234,IL,10300 S. Doty,(773) 568-8495,2903369
07/10/2020,HOND,4H,,PLE,BZ24574,IL,10300 S. Doty,(773) 568-8495,2901951
07/31/2020,HYUN,LL,,SIL,AL55290,IL,10300 S. Doty,(773) 568-8495,2902643
07/10/2020,BUIC,4D,,WHI,BR88159,IL,701 N. Sacramento,(773) 265-1846,1540238
07/09/2020,NISS,4D,,WHI,BZ45281.,IL,10300 S. Doty,(773) 568-8495,2901912
06/11/2020,FORD,LL,,GRY,BU86584,IL,10300 S. Doty,(773) 785-9752,1720188
06/04/2020,FORD,4D,,RED,BG40288,IL,10300 S. Doty,(773) 568-8495,2900947
08/07/2020,TOYT,LL,,SIL,R400740,IL,701 N. Sacramento,(773) 265-1846,1540407
08/18/2020,CHEV,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2903332
06/11/2020,DODG,LL,,GRY,AX26618,IL,10300 S. Doty,(773) 568-8495,2901144
08/07/2020,TOYT,4D,,SIL,AQ38025,IL,701 N. Sacramento,(773) 265-1846,1540406
07/10/2020,NISS,4D,,RED,,,10300 S. Doty,(773) 568-8495,2901959
06/25/2020,MERC,4D,,TAN,AFB6912,WI,701 N. Sacramento,(773) 265-7605,6988416
06/25/2020,FORD,4D,,GRY,E425117,IL,10300 S. Doty,(773) 568-8495,2901492
07/15/2020,FORD,VN,,BLK,,,10300 S. Doty,(773) 568-8495,2902129
06/19/2020,NISS,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,6988257
08/23/2020,NISS,4D,,GRY,BZ35480,IL,400 E. Lower Wacker,(312) 744-7550,0224760
07/10/2020,CHEV,4D,,BLK,CC30765,IL,10300 S. Doty,(773) 568-8495,2901958
07/28/2020,CHEV,4D,,GRY,BM21198,IL,10300 S. Doty,(773) 568-8495,2902471
08/26/2020,HOND,4D,,BLK,,,701 N. Sacramento,(773) 265-1846,1540503
08/22/2020,ACUR,LL,,BLK,AY39872,IL,701 N. Sacramento,(773) 265-7605,6990737
07/30/2020,FORD,LL,,SIL,CC89675,IL,701 N. Sacramento,(773) 265-7605,6989762
08/06/2020,NISS,4D,,GRY,BD32066,IL,701 N. Sacramento,(773) 265-1846,1540381
07/29/2020,TOYT,2D,,RED,,,701 N. Sacramento,(773) 265-7605,6989715
06/04/2020,HYUN,,,SIL,BR18429,IL,701 N. Sacramento,(773) 265-7605,6987910
07/23/2020,CHEV,2D,,SIL,2581164,IL,701 N. Sacramento,(773) 265-7605,6989443
08/21/2020,BUIC,4D,,GRN,S217589,IL,701 N. Sacramento,(773) 265-7605,6990735
06/04/2020,NISS,4D,,BLK,BV93310,IL,701 N. Sacramento,(773) 265-7605,6987909
07/21/2020,PONT,4D,,SIL,BM18746,IL,701 N. Sacramento,(773) 265-7605,6989369
08/29/2020,NISS,4D,,BLU,AP70747,IL,701 N. Sacramento,(773) 265-7605,6991004
07/19/2020,CHRY,4D,,BLK,AC42283,IL,400 E. Lower Wacker,(312) 744-7550,0222775
06/07/2020,TOYT,4D,,GRY,CC25508,IL,701 N. Sacramento,(773) 265-7605,6988002
07/24/2020,CHRY,VN,,GRY,BM16037,IL,701 N. Sacramento,(773) 265-7605,6989506
08/21/2020,PONT,VN,,BGE,,IL,701 N. Sacramento,(773) 265-7605,6990740
08/30/2020,MERC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6991077
06/07/2020,TOYT,VN,,SIL,S919674,IL,701 N. Sacramento,(773) 265-7605,6988001
08/30/2020,KIA,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2903723
07/17/2020,DODG,4D,,BLK,FP7H5X,IL,10300 S. Doty,(773) 785-9752,1720204
08/30/2020,DODG,LL,DUR,SIL,,IL,10300 S. Doty,(773) 568-8495,2903725
08/03/2020,CADI,4D,,SIL,BM22154,IL,701 N. Sacramento,(773) 265-7605,6989911
06/07/2020,FORD,4D,,LBL,BZ29814,IL,10300 S. Doty,(773) 568-8495,2901026
08/04/2020,PONT,4D,,BLK,Q935487,IL,701 N. Sacramento,(773) 265-1846,1540367
06/07/2020,HYUN,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6988006
08/22/2020,BUIC,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6990743
08/18/2020,CHEV,4D,,BLU,BH42659,IL,10300 S. Doty,(773) 568-8495,2903331
06/15/2020,ACUR,4D,,GRY,Q704269,IL,701 N. Sacramento,(773) 265-7605,6988176
08/14/2020,CHEV,2D,,BLU,AJ81982,IL,10300 S. Doty,(773) 568-8495,2903195
07/17/2020,CHEV,2D,,WHI,BW26876,IL,10300 S. Doty,(773) 568-8495,2902187
08/25/2020,CHEV,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,6990854
08/04/2020,HOND,4D,,TAN,Z670253,IL,10300 S. Doty,(773) 568-8495,2902781
07/24/2020,FORD,LL,,DBL,BF39647,IL,701 N. Sacramento,(773) 265-7605,6989533
06/13/2020,CHEV,4D,,BLU,MN9QIY,IL,701 N. Sacramento,(773) 265-7605,6988130
08/22/2020,LEXS,4D,,BLK,821WK,IN,400 E. Lower Wacker,(312) 744-7550,0224727
08/25/2020,MERZ,4D,,BLK,N176983,IL,701 N. Sacramento,(773) 265-7605,6990853
08/22/2020,DODG,4D,,BLU,ADG2370,WI,10300 S. Doty,(773) 568-8495,2903407
06/07/2020,CHEV,4D,,RED,Q231614,IL,10300 S. Doty,(773) 568-8495,2901029
08/22/2020,CADI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2903409
06/15/2020,CHEV,4D,,BLU,HEM9722,NY,701 N. Sacramento,(773) 265-7605,6988180
06/15/2020,TOYT,LL,,WHI,BF31574,IL,10300 S. Doty,(773) 568-8495,2901246
08/25/2020,MAZD,4D,,BLK,VD6N2W,MO,400 E. Lower Wacker,(312) 744-7550,0224870
08/21/2020,HYUN,4D,,BLU,CE23246,IL,10300 S. Doty,(773) 568-8495,2903410
06/07/2020,OLDS,4D,,GRY,8821092,IL,701 N. Sacramento,(773) 265-7605,6988012
07/19/2020,FORD,4D,,WHI,BN14577,IL,701 N. Sacramento,(773) 265-7605,6989249
08/22/2020,CHEV,LL,,BLK,BL97881,IL,701 N. Sacramento,(773) 265-7605,6990741
08/22/2020,NISS,LL,,WHI,BB49711,IL,400 E. Lower Wacker,(312) 744-7550,0224728
08/22/2020,SATR,4D,,DGR,AY69944,IL,701 N. Sacramento,(773) 265-7605,6990742
06/08/2020,CHEV,4D,,ONG,,IL,701 N. Sacramento,(773) 265-7605,6988013
06/21/2020,TOYT,4D,,WHI,Z270248,IL,10300 S. Doty,(773) 568-8495,2901391
08/15/2020,MERC,2D,,WHI,BB24348,IL,10300 S. Doty,(773) 568-8495,2903199
06/21/2020,DODG,VN,,BLK,522QMT,FL,701 N. Sacramento,(773) 265-7605,6988313
06/09/2020,FORD,4D,,SIL,BN40486,IL,10300 S. Doty,(773) 568-8495,2901082
08/08/2020,GMC,LL,TK,MAR,JMP530,IL,10300 S. Doty,(773) 568-8495,2902905
07/10/2020,ACUR,4D,,BLK,BQ75895,IL,10300 S. Doty,(773) 568-8495,2901963
08/26/2020,MERZ,LL,,BLK,,,701 N. Sacramento,(773) 265-7605,6990896
07/05/2020,NISS,LL,,BLK,CD79469,IL,701 N. Sacramento,(773) 265-7605,6988692
07/10/2020,DODG,VN,,RED,235V854,IL,10300 S. Doty,(773) 568-8495,2901960
06/04/2020,PONT,4D,,BLK,Q335686,IL,701 N. Sacramento,(773) 265-7605,6987911
07/23/2020,MITS,4T,,SIL,AX24988,IL,701 N. Sacramento,(773) 265-7605,6989449
07/05/2020,AUDI,4D,,BLK,331V282,IL,701 N. Sacramento,(773) 265-7605,6988697
06/28/2020,CHEV,4D,,GRY,BU61146,IL,10300 S. Doty,(773) 568-8495,2901570
07/19/2020,NISS,4D,,BLK,CD27726,IL,10300 S. Doty,(773) 568-8495,2902209
08/26/2020,FORD,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,6990895
06/21/2020,CHEV,4D,,WHI,259V284,IL,10300 S. Doty,(773) 568-8495,2901392
06/04/2020,DODG,2D,,ONG,2BWN91,MA,701 N. Sacramento,(773) 265-1846,1540195
08/22/2020,FORD,4D,,BGE,533NEX,MN,701 N. Sacramento,(773) 265-7605,6990782
07/13/2020,CADI,4D,,BLK,CC34188,IL,10300 S. Doty,(773) 568-8495,2902040
07/10/2020,FORD,4D,,RED,ZZ31262,IL,701 N. Sacramento,(773) 265-1846,1540239
06/09/2020,CHEV,CP,,RED,BW95751,IL,701 N. Sacramento,(773) 265-7605,6988040
07/13/2020,AUDI,4D,,BLK,BZ46839,IL,10300 S. Doty,(773) 568-8495,2902041
06/09/2020,FORD,4D,,GRN,BZ29558,IL,10300 S. Doty,(773) 568-8495,2901083
06/09/2020,FORD,2D,,GRN,CA88239,IL,10300 S. Doty,(773) 568-8495,2901079
06/28/2020,BMW,4D,,SIL,MSF6353,TX,10300 S. Doty,(773) 568-8495,2901571
08/11/2020,NISS,4D,,BLK,BF20319,IL,10300 S. Doty,(773) 785-9752,1720347
06/11/2020,MITS,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2901147
06/21/2020,BMW,LL,,GRY,,,10300 S. Doty,(773) 568-8495,2901393
07/13/2020,VOLK,4D,,GRY,BD89818,IL,10300 S. Doty,(773) 568-8495,2902042
06/28/2020,MITS,2D,,LBL,379V215,IL,701 N. Sacramento,(773) 265-7605,6988508
07/05/2020,JEEP,LL,,BLK,E570563,IL,701 N. Sacramento,(773) 265-7605,6988698
07/16/2020,FORD,4D,,BLK,BW88734,IL,701 N. Sacramento,(773) 265-7605,6989142
08/09/2020,CHEV,4D,,WHI,AW75117,IL,400 E. Lower Wacker,(312) 744-7550,0224093
08/08/2020,HOND,MC,,BLK,EB123,IL,701 N. Sacramento,(773) 265-7605,6990226
07/10/2020,CHEV,LL,,BLU,L287814,IN,10300 S. Doty,(773) 568-8495,2901965
06/21/2020,CHEV,4D,,WHI,CB57588,IL,701 N. Sacramento,(773) 265-7605,6988317
07/16/2020,HYUN,2D,,ONG,BT42205,IL,701 N. Sacramento,(773) 265-7605,6989145
08/23/2020,DODG,4D,,BLK,R182772,IL,400 E. Lower Wacker,(312) 744-7550,0224762
07/30/2020,JEEP,LL,,GRY,A932528,IL,10300 S. Doty,(773) 568-8495,2902589
06/29/2020,TOYT,LL,,DBL,AT59172,IL,701 N. Sacramento,(773) 265-7605,6988510
07/10/2020,TOYT,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6988870
06/21/2020,GMC,VN,,MAR,BL87171,IL,10300 S. Doty,(773) 568-8495,2901395
07/05/2020,BUIC,4D,,WHI,BU84768,IL,10300 S. Doty,(773) 568-8495,2901790
07/30/2020,TOYT,4D,,TAN,V536434,IL,701 N. Sacramento,(773) 265-1846,1540331
08/26/2020,KIA,4D,,SIL,FP132081,IL,701 N. Sacramento,(773) 265-7605,6990875
07/05/2020,CADI,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6988701
07/25/2020,PONT,4T,,WHI,AS74453,IL,701 N. Sacramento,(773) 265-7605,6989554
08/28/2020,KIA,4D,,RED,BY69738,IL,701 N. Sacramento,(773) 265-7605,6990954
07/30/2020,PONT,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,6989759
07/14/2020,CHEV,4D,,WHI,177V382,IL,701 N. Sacramento,(773) 265-1846,1540248
06/29/2020,MITS,4D,,BLU,CB30847,IL,10300 S. Doty,(773) 568-8495,2901578
07/14/2020,MAZD,LL,TK,WHI,139V766,IL,10300 S. Doty,(773) 568-8495,2902098
08/05/2020,NISS,LL,,RED,AK58486,IL,701 N. Sacramento,(773) 265-7605,6990042
08/05/2020,ACUR,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6990064
07/23/2020,CHEV,4T,,SIL,AS85823,IL,701 N. Sacramento,(773) 265-7605,6989450
08/29/2020,HOND,4D,,GRY,Z620799,IL,10300 S. Doty,(773) 568-8495,2903677
07/20/2020,HYUN,4D,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1540276
08/11/2020,MERC,LL,,GRN,427V824,IL,701 N. Sacramento,(773) 265-7605,6990325
06/15/2020,CHEV,VN,,WHI,AJ79897,IL,10300 S. Doty,(773) 568-8495,2901245
07/23/2020,CHEV,4T,,SIL,BQ28809,IL,701 N. Sacramento,(773) 265-7605,6989445
06/25/2020,CHEV,4D,,SIL,AX86250,IL,701 N. Sacramento,(773) 265-7605,6988417
08/14/2020,HYUN,4D,,BLK,CC27339,IL,10300 S. Doty,(773) 568-8495,2903200
06/09/2020,DODG,VN,,GRN,BR82654,IL,701 N. Sacramento,(773) 265-7605,6988043
08/26/2020,KIA,LL,,MAR,395V118,IL,10300 S. Doty,(773) 568-8495,2903572
07/23/2020,NISS,PK,,RED,,IL,701 N. Sacramento,(773) 265-7605,6989447
08/29/2020,HOND,4D,,SIL,451V979,IL,10300 S. Doty,(773) 568-8495,2903673
07/17/2020,GMC,PK,,WHI,,IL,10300 S. Doty,(773) 785-9752,1720231
08/15/2020,TOYT,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2903198
06/09/2020,MAZD,2D,,BLK,R595500,IL,701 N. Sacramento,(773) 265-7605,6988042
07/20/2020,PONT,4D,,GRY,BW15697,IL,701 N. Sacramento,(773) 265-7605,6989311
06/09/2020,CHEV,VN,,GRY,BE21209,IL,701 N. Sacramento,(773) 265-1846,1540200
07/20/2020,NISS,4D,,WHI,AV20934,IL,400 E. Lower Wacker,(312) 744-7550,0222910
06/09/2020,BUIC,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6988044
06/21/2020,INFI,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6988318
06/09/2020,HOND,4D,,RED,449WXU,WI,10300 S. Doty,(773) 785-9752,1720182
08/26/2020,KIA,LL,,BLK,A5596C,WI,10300 S. Doty,(773) 785-9752,1720406
08/15/2020,DODG,VN,,,AJ79046,IL,10300 S. Doty,(773) 568-8495,2903197
08/01/2020,HYUN,4D,,SIL,BF43924,IL,701 N. Sacramento,(773) 265-7605,6989843
07/21/2020,CHEV,4D,,RED,AL51489,IL,701 N. Sacramento,(773) 265-7605,6989358
06/24/2020,FORD,LL,,GRY,BY50085,IL,701 N. Sacramento,(773) 265-7605,6988418
06/25/2020,DODG,LL,,BLU,,,10300 S. Doty,(773) 568-8495,2901495
07/17/2020,DODG,LL,TK,WHI,AM65520,IL,10300 S. Doty,(773) 568-8495,2902189
08/29/2020,JEEP,4D,,GRN,BN53786,IL,10300 S. Doty,(773) 568-8495,2903674
08/03/2020,VOLV,2D,,BLU,P991699,IL,400 E. Lower Wacker,(312) 744-7550,0223729
07/13/2020,INFI,LL,,GRY,CB31120,IL,701 N. Sacramento,(773) 265-7605,6988953
07/13/2020,CADI,4D,,BLK,BN72168,IL,10300 S. Doty,(773) 568-8495,2902044
08/04/2020,CHEV,4D,,GRY,Z351512,IL,701 N. Sacramento,(773) 265-7605,6989968
08/22/2020,TOYT,4D,,SIL,BM15433,IL,701 N. Sacramento,(773) 265-7605,6990744
06/21/2020,BMW,4D,,SIL,8FUH814,CA,10300 S. Doty,(773) 568-8495,2901398
08/08/2020,CADI,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2902908
08/22/2020,NISS,PK,,WHI,2580155,IL,701 N. Sacramento,(773) 265-7605,6990727
08/15/2020,JEEP,LL,,WHI,AL61419,IL,701 N. Sacramento,(773) 265-7605,6990443
06/09/2020,HOND,4D,,BLK,BB20189,IL,10300 S. Doty,(773) 568-8495,2901089
07/17/2020,MERC,4D,,GRY,R996506,IL,10300 S. Doty,(773) 568-8495,2902190
06/09/2020,LINC,4D,,GRY,AD54254,IL,701 N. Sacramento,(773) 265-7605,6988049
06/21/2020,SUZI,LL,,RED,L128256,IN,10300 S. Doty,(773) 568-8495,2901399
07/21/2020,MITS,4D,,BLK,BL49562,IL,10300 S. Doty,(773) 785-9752,1720251
06/25/2020,,TR,,WHI,2101186B,IL,10300 S. Doty,(773) 568-8495,2901496
08/22/2020,HYUN,4D,,WHI,BA72609,IL,701 N. Sacramento,(773) 265-7605,6990748
06/25/2020,PONT,4D,,GRY,BW15458,IL,701 N. Sacramento,(773) 265-7605,6988419
06/09/2020,CHEV,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2901093
06/09/2020,FORD,4D,,BLK,CA22529,IL,10300 S. Doty,(773) 568-8495,2901092
06/25/2020,CHRY,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2901497
06/25/2020,CHEV,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6988420
07/21/2020,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2902270
08/22/2020,FORD,4D,,SIL,BZ36831,IL,701 N. Sacramento,(773) 265-7605,6990747
08/29/2020,FORD,4D,,ONG,BE77157,IL,10300 S. Doty,(773) 568-8495,2903675
07/14/2020,DODG,VN,,BLU,ECT0108,MI,10300 S. Doty,(773) 568-8495,2902091
07/25/2020,KIA,4D,,WHI,CC25728,IL,10300 S. Doty,(773) 568-8495,2902369
08/29/2020,LINC,4D,,BRZ,S930798,IL,701 N. Sacramento,(773) 265-7605,6991005
08/04/2020,JEEP,LL,,TAN,BN58017,IL,701 N. Sacramento,(773) 265-7605,6989971
07/10/2020,MERC,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2901968
08/29/2020,CHRY,4D,,BLK,T5934W,WI,10300 S. Doty,(773) 568-8495,2903676
08/15/2020,FORD,PK,,MAR,456131D,IL,701 N. Sacramento,(773) 265-7605,6990444
07/10/2020,JEEP,LL,,BLK,AQ53543,IL,10300 S. Doty,(773) 785-9752,1720220
06/29/2020,JEEP,LL,,BLU,BN29260,IL,10300 S. Doty,(773) 568-8495,2901574
06/04/2020,FORD,LL,,GRY,6631WS,IL,10300 S. Doty,(773) 568-8495,2900954
06/04/2020,CHEV,4D,,GRY,DUN4103,NJ,10300 S. Doty,(773) 785-9752,1720181
08/26/2020,SATR,4D,,TAN,BZ13474,IL,10300 S. Doty,(773) 785-9752,1720410
07/05/2020,JEEP,LL,,BLK,WXN169,IL,10300 S. Doty,(773) 568-8495,2901792
06/12/2020,DODG,4D,,GRN,62490V4,TX,10300 S. Doty,(773) 568-8495,2901151
06/12/2020,AUDI,4T,,DBL,DL1111GG,IL,10300 S. Doty,(773) 568-8495,2901150
06/04/2020,FORD,LL,,BLU,AQ44502,IL,701 N. Sacramento,(773) 265-7605,6987917
07/28/2020,CHRY,VN,,BGE,CF34963,IL,701 N. Sacramento,(773) 265-7605,6989673
07/10/2020,KIA,LL,,TAN,BN68364,IL,10300 S. Doty,(773) 568-8495,2901966
08/14/2020,FORD,2D,,PLE,DDR7528,TX,701 N. Sacramento,(773) 265-7605,6990442
08/24/2020,JEEP,LL,,BLU,BKB491,IN,701 N. Sacramento,(773) 265-1846,1540495
06/15/2020,CHRY,4D,,WHI,543RGU,IN,10300 S. Doty,(773) 568-8495,2901247
08/29/2020,LINC,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2903678
07/14/2020,CHEV,4D,,WHI,BM23702,IL,10300 S. Doty,(773) 568-8495,2902097
07/28/2020,CHRY,4D,,SIL,P655430,IL,701 N. Sacramento,(773) 265-7605,6989675
07/10/2020,HOND,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6988872
08/11/2020,TOYT,4D,,SIL,ZV19184,IL,701 N. Sacramento,(773) 265-7605,6990327
06/21/2020,JEEP,LL,,BLK,309V302,IL,10300 S. Doty,(773) 568-8495,2901402
08/20/2020,NISS,4D,,DBL,BW31259,IL,701 N. Sacramento,(773) 265-7605,6990662
08/06/2020,FORD,4D,,RED,Q338932,IL,701 N. Sacramento,(773) 265-1846,1540382
08/20/2020,JEEP,LL,,WHI,BG82851,IL,701 N. Sacramento,(773) 265-1846,1540474
08/24/2020,ACUR,4D,,BLU,CA29359,IL,701 N. Sacramento,(773) 265-1846,1540494
07/24/2020,CHEV,4D,,SIL,BN21393,IL,701 N. Sacramento,(773) 265-7605,6989512
07/24/2020,HOND,VN,,GRY,,IL,10300 S. Doty,(773) 785-9752,1720268
08/17/2020,JEEP,LL,,BLK,DED0472,MI,701 N. Sacramento,(773) 265-7605,6990554
07/05/2020,INFI,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6988703
07/10/2020,GMC,LL,,SIL,BT61037,IL,10300 S. Doty,(773) 568-8495,2901970
07/10/2020,OLDS,2D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2901973
06/04/2020,INFI,4D,,BLK,BU48848,IL,10300 S. Doty,(773) 568-8495,2900956
08/29/2020,BMW,4D,,SIL,BW12073,IL,701 N. Sacramento,(773) 265-7605,6991007
08/07/2020,TOYT,4D,,GRY,AU91065,IL,701 N. Sacramento,(773) 265-1846,1540403
06/04/2020,CHEV,VN,,MAR,,IL,10300 S. Doty,(773) 568-8495,2900955
